minute,slippage_per_share,x_t_allocated
2025-04-03 18:36:00+00:00,0.0400000000000027,1
2025-04-03 18:37:00+00:00,0.0400000000000027,1
2025-04-03 18:38:00+00:00,0.02499999999999858,2
2025-04-03 18:39:00+00:00,0.07000000000000384,1
2025-04-03 18:40:00+00:00,0.05500000000000682,1
2025-04-03 18:41:00+00:00,0.07499999999999929,1
2025-04-03 18:42:00+00:00,0.05500000000000682,1
2025-04-03 18:43:00+00:00,0.03999999999999915,1
2025-04-03 18:44:00+00:00,0.054999999999999716,1
2025-04-03 18:45:00+00:00,0.05000000000000071,1
2025-04-03 18:46:00+00:00,0.05000000000000071,1
2025-04-03 18:47:00+00:00,0.03500000000000014,2
2025-04-03 18:48:00+00:00,0.05000000000000071,1
2025-04-03 18:49:00+00:00,0.045000000000001705,1
2025-04-03 18:50:00+00:00,0.05000000000000426,1
2025-04-03 18:51:00+00:00,0.03500000000000014,2
2025-04-03 18:52:00+00:00,0.03999999999999915,1
2025-04-03 18:53:00+00:00,0.02500000000000213,2
2025-04-03 18:54:00+00:00,0.029999999999997584,2
2025-04-03 18:55:00+00:00,0.029999999999997584,2
2025-04-03 18:56:00+00:00,0.04499999999999815,1
2025-04-03 18:57:00+00:00,0.030000000000001137,2
2025-04-03 18:58:00+00:00,0.0400000000000027,1
2025-04-03 18:59:00+00:00,0.03500000000000014,2
2025-04-03 19:00:00+00:00,0.03999999999999915,1
2025-04-03 19:01:00+00:00,0.03500000000000014,2
2025-04-03 19:02:00+00:00,0.03999999999999915,1
2025-04-03 19:03:00+00:00,0.0799999999999983,1
2025-04-03 19:04:00+00:00,0.060000000000002274,1
2025-04-03 19:05:00+00:00,0.05000000000000071,1
2025-04-03 19:06:00+00:00,0.05000000000000071,1
2025-04-03 19:07:00+00:00,0.029999999999997584,2
2025-04-03 19:08:00+00:00,0.02499999999999858,2
2025-04-03 19:09:00+00:00,0.030000000000001137,2
2025-04-03 19:10:00+00:00,0.03500000000000014,2
2025-04-03 19:11:00+00:00,0.03999999999999915,1
2025-04-03 19:12:00+00:00,0.029999999999997584,2
2025-04-03 19:13:00+00:00,0.030000000000001137,2
2025-04-03 19:14:00+00:00,0.030000000000001137,2
2025-04-03 19:15:00+00:00,0.03999999999999915,1
2025-04-03 19:16:00+00:00,0.03500000000000014,2
2025-04-03 19:17:00+00:00,0.03999999999999915,1
2025-04-03 19:18:00+00:00,0.05000000000000071,1
2025-04-03 19:19:00+00:00,0.03499999999999659,2
2025-04-03 19:20:00+00:00,0.03499999999999659,2
2025-04-03 19:21:00+00:00,0.03499999999999659,2
2025-04-03 19:22:00+00:00,0.045000000000001705,1
2025-04-03 19:23:00+00:00,0.05000000000000071,1
2025-04-03 19:24:00+00:00,0.029999999999997584,2
2025-04-03 19:25:00+00:00,0.030000000000001137,2
2025-04-03 19:26:00+00:00,0.04500000000000526,1
2025-04-03 19:27:00+00:00,0.030000000000001137,2
2025-04-03 19:28:00+00:00,0.03000000000000469,2
2025-04-03 19:29:00+00:00,0.01999999999999602,3
2025-04-03 19:30:00+00:00,0.024999999999995026,2
2025-04-03 19:31:00+00:00,0.03500000000000014,2
2025-04-03 19:32:00+00:00,0.030000000000001137,2
2025-04-03 19:33:00+00:00,0.054999999999999716,1
2025-04-03 19:34:00+00:00,0.03999999999999915,1
